generation,tick,preys_alive,predators_alive,food_alive,max_preys_this_gen,max_predators_this_gen
141,500,47,62,290,112,73
141,550,33,61,290,112,73
141,600,31,57,290,112,73
141,650,29,51,290,112,73
141,700,26,48,290,112,73
141,750,19,44,290,112,73
141,800,14,41,290,112,73
141,850,12,34,290,112,73
141,900,10,32,290,112,73
141,950,8,25,290,112,73
141,1000,11,16,290,112,73
142,0,100,50,300,112,73
142,50,99,51,277,100,51
142,100,107,54,262,108,54
142,150,98,63,244,108,63
142,200,86,70,239,108,70
142,250,84,62,234,108,71
142,300,81,68,232,108,71
142,350,65,76,252,108,76
142,400,44,79,276,108,79
142,450,33,76,290,108,79
142,500,22,79,290,108,79
142,550,18,73,290,108,79
142,600,15,60,290,108,79
142,650,10,53,290,108,79
142,700,5,48,290,108,79
142,750,3,39,290,108,79
142,800,3,29,290,108,79
142,850,3,20,290,108,79
142,900,4,15,290,108,79
142,950,4,9,290,108,79
142,1000,4,6,290,108,79
143,0,100,50,300,108,79
143,50,103,51,272,103,51
143,100,102,60,258,109,60
143,150,91,71,254,109,71
143,200,83,73,247,109,74
143,250,87,68,246,109,75
143,300,76,71,261,109,75
143,350,65,70,279,109,75
143,400,54,69,290,109,75
143,450,48,63,290,109,75
143,500,43,64,290,109,75
143,550,38,61,290,109,75
143,600,39,57,289,109,75
143,650,30,48,289,109,75
143,700,29,45,289,109,75
143,750,26,38,290,109,75
143,800,22,35,290,109,75
143,850,20,33,290,109,75
143,900,12,31,290,109,75
143,950,10,28,290,109,75
143,1000,10,23,290,109,75
144,0,100,50,300,109,75
144,50,105,50,269,106,50
144,100,111,58,252,112,58
144,150,115,61,243,115,61
144,200,96,67,231,116,67
144,250,83,65,223,116,70
144,300,71,71,232,116,72
144,350,57,80,243,116,80
144,400,44,81,274,116,81
144,450,35,76,290,116,82
144,500,26,80,290,116,82
144,550,15,79,290,116,82
144,600,5,73,290,116,82
144,650,4,63,290,116,82
144,700,5,58,290,116,82
144,750,2,41,290,116,82
144,800,1,29,290,116,82
144,850,0,19,290,116,82
144,900,0,16,290,116,82
144,950,0,7,290,116,82
144,1000,0,3,290,116,82
145,0,100,50,300,116,82
145,50,95,52,282,100,52
145,100,97,56,283,100,56
145,150,75,68,288,100,68
145,200,66,73,290,100,74
145,250,55,67,284,100,75
145,300,46,69,290,100,75
145,350,32,74,290,100,75
145,400,30,70,290,100,75
145,450,33,57,290,100,75
145,500,32,55,290,100,75
145,550,33,51,290,100,75
145,600,32,44,290,100,75
145,650,32,35,290,100,75
145,700,31,30,289,100,75
145,750,33,24,290,100,75
145,800,34,19,290,100,75
145,850,33,18,290,100,75
145,900,28,18,290,100,75
145,950,28,15,290,100,75
145,1000,28,11,290,100,75
146,0,100,50,300,100,75
146,50,93,52,277,100,52
146,100,87,60,279,100,60
146,150,85,68,281,100,68
146,200,87,71,281,100,71
146,250,80,61,290,100,73
146,300,79,62,290,100,73
146,350,70,61,290,100,73
146,400,67,56,289,100,73
146,450,61,48,288,100,73
146,500,65,46,283,100,73
146,550,68,44,289,100,73
146,600,67,42,290,100,73
146,650,75,36,287,100,73
146,700,74,33,289,100,73
146,750,69,31,287,100,73
146,800,85,29,287,100,73
146,850,90,28,289,100,73
146,900,88,26,290,100,73
146,950,89,26,290,100,73
146,1000,90,23,288,100,73
147,0,100,50,300,100,73
147,50,96,53,279,100,53
147,100,101,60,266,105,60
147,150,92,66,265,105,66
147,200,84,75,270,105,75
147,250,72,70,277,105,79
147,300,68,71,290,105,79
147,350,55,76,289,105,79
147,400,42,75,290,105,79
147,450,35,68,290,105,79
147,500,22,70,290,105,79
147,550,16,66,290,105,79
147,600,13,60,290,105,79
147,650,11,48,290,105,79
147,700,12,43,290,105,79
147,750,14,35,290,105,79
147,800,15,20,290,105,79
147,850,11,17,290,105,79
147,900,9,13,290,105,79
147,950,8,7,290,105,79
147,1000,8,6,290,105,79
148,0,100,50,300,105,79
148,50,89,53,284,100,53
148,100,96,58,271,100,58
148,150,102,62,267,104,62
148,200,90,69,266,104,69
148,250,90,56,271,104,69
148,300,87,60,273,104,69
148,350,87,64,262,104,69
148,400,83,64,272,104,69
148,450,86,51,277,104,69
148,500,84,47,276,104,69
148,550,79,50,287,104,69
148,600,75,48,290,104,69
148,650,77,48,289,104,69
148,700,69,50,290,104,69
148,750,59,54,288,104,69
148,800,64,50,290,104,69
148,850,59,48,290,104,69
148,900,62,44,290,104,69
148,950,54,46,289,104,69
148,1000,46,42,290,104,69
149,0,100,50,300,104,69
149,50,88,52,283,100,52
149,100,89,58,284,100,58
149,150,80,66,277,100,66
149,200,66,75,290,100,75
149,250,50,74,288,100,79
149,300,42,77,290,100,79
149,350,34,78,289,100,79
149,400,16,80,290,100,80
149,450,15,64,290,100,80
149,500,11,58,290,100,80
149,550,11,51,290,100,80
149,600,9,42,290,100,80
149,650,9,22,290,100,80
149,700,8,20,290,100,80
149,750,11,17,290,100,80
149,800,11,11,290,100,80
149,850,12,9,290,100,80
149,900,11,4,290,100,80
149,950,11,1,290,100,80
149,1000,12,0,290,100,80
150,0,100,50,300,100,80
150,50,92,52,276,100,52
150,100,106,58,249,107,58
150,150,102,66,237,107,66
150,200,94,72,241,107,72
150,250,81,68,241,107,75
150,300,69,79,246,107,80
150,350,61,77,261,107,80
150,400,52,79,273,107,80
150,450,52,72,289,107,80
150,500,40,73,290,107,80
150,550,35,65,290,107,80
150,600,31,61,290,107,80
150,650,29,53,289,107,80
150,700,32,50,290,107,80
150,750,34,43,290,107,80
150,800,25,37,290,107,80
150,850,26,34,290,107,80
150,900,28,31,290,107,80
150,950,26,26,290,107,80
150,1000,27,23,290,107,80
151,0,100,50,300,107,80
151,50,98,51,273,100,51
151,100,101,59,256,110,59
151,150,100,64,241,110,64
151,200,104,67,233,110,68
151,250,90,59,241,110,68
151,300,77,63,255,110,68
151,350,71,66,271,110,68
151,400,63,65,280,110,68
151,450,54,61,290,110,68
151,500,47,59,290,110,68
151,550,42,54,289,110,68
151,600,43,49,290,110,68
151,650,41,41,290,110,68
151,700,44,40,290,110,68
151,750,35,39,290,110,68
151,800,32,36,290,110,68
151,850,30,30,290,110,68
151,900,31,29,290,110,68
151,950,34,25,290,110,68
151,1000,34,21,290,110,68
152,0,100,50,300,110,68
152,50,97,51,285,100,51
152,100,113,55,256,114,55
152,150,112,58,245,116,58
152,200,108,66,232,116,66
152,250,94,64,224,116,70
152,300,90,69,223,116,70
152,350,81,74,223,116,74
152,400,75,76,232,116,76
152,450,68,68,247,116,76
152,500,58,71,259,116,76
152,550,40,76,287,116,76
152,600,18,75,290,116,79
152,650,13,71,290,116,79
152,700,9,66,290,116,79
152,750,7,60,290,116,79
152,800,5,40,290,116,79
152,850,5,28,290,116,79
152,900,3,20,290,116,79
152,950,1,17,290,116,79
152,1000,1,9,290,116,79
153,0,100,50,300,116,79
153,50,103,50,268,103,50
153,100,103,53,264,107,53
153,150,94,59,256,107,59
153,200,89,69,261,107,69
153,250,74,64,273,107,75
153,300,63,68,285,107,75
153,350,61,73,285,107,75
153,400,51,76,290,107,76
153,450,41,67,290,107,77
153,500,36,68,290,107,77
153,550,34,62,290,107,77
153,600,30,57,290,107,77
153,650,30,44,290,107,77
153,700,29,42,290,107,77
153,750,26,40,290,107,77
153,800,22,33,290,107,77
153,850,19,28,290,107,77
153,900,20,25,290,107,77
153,950,21,25,290,107,77
153,1000,20,18,290,107,77
154,0,100,50,300,107,77
154,50,98,51,273,100,51
154,100,108,56,256,112,56
154,150,105,62,237,112,62
154,200,107,70,240,112,70
154,250,95,62,229,112,70
154,300,83,70,231,112,70
154,350,59,80,245,112,80
154,400,51,77,271,112,84
154,450,46,77,286,112,84
154,500,36,78,290,112,84
154,550,26,75,290,112,84
154,600,21,66,290,112,84
154,650,17,57,290,112,84
154,700,15,53,290,112,84
154,750,17,45,290,112,84
154,800,17,28,290,112,84
154,850,13,18,290,112,84
154,900,11,16,290,112,84
154,950,11,14,290,112,84
154,1000,13,10,290,112,84
155,0,100,50,300,112,84
155,50,98,52,271,101,52
155,100,102,60,257,102,60
155,150,81,70,257,102,70
155,200,70,76,261,102,78
155,250,53,78,272,102,82
155,300,49,83,286,102,83
155,350,45,82,290,102,84
155,400,37,79,290,102,84
155,450,31,68,290,102,84
155,500,24,63,290,102,84
155,550,20,54,290,102,84
155,600,20,47,290,102,84
155,650,17,36,290,102,84
155,700,12,32,290,102,84
155,750,11,28,290,102,84
155,800,13,25,290,102,84
155,850,12,18,290,102,84
155,900,11,13,290,102,84
155,950,11,7,290,102,84
155,1000,10,5,290,102,84
156,0,100,50,300,102,84
156,50,89,54,275,100,54
156,100,99,57,262,102,57
156,150,93,64,264,102,64
156,200,94,64,259,102,67
156,250,89,55,261,102,67
156,300,86,57,253,102,67
156,350,89,61,258,102,67
156,400,74,60,267,102,67
156,450,73,51,285,102,67
156,500,69,50,290,102,67
156,550,69,49,290,102,67
156,600,69,43,290,102,67
156,650,71,37,290,102,67
156,700,72,34,289,102,67
156,750,66,29,290,102,67
156,800,70,27,290,102,67
156,850,71,23,290,102,67
156,900,70,21,289,102,67
156,950,68,18,289,102,67
156,1000,69,16,290,102,67
157,0,100,50,300,102,67
157,50,94,53,280,100,53
157,100,97,60,261,100,60
157,150,80,68,277,100,68
157,200,74,71,290,100,74
157,250,67,67,290,100,74
157,300,58,67,290,100,74
157,350,48,64,289,100,74
157,400,45,57,290,100,74
157,450,31,52,290,100,74
157,500,28,48,290,100,74
157,550,25,47,290,100,74
157,600,25,41,290,100,74
157,650,24,34,290,100,74
157,700,21,35,290,100,74
157,750,19,29,290,100,74
157,800,21,21,290,100,74
157,850,20,16,290,100,74
157,900,16,15,290,100,74
157,950,17,10,290,100,74
157,1000,19,8,290,100,74
158,0,100,50,300,100,74
158,50,92,52,283,100,52
158,100,104,55,277,107,55
158,150,93,60,273,107,60
158,200,91,64,279,107,64
158,250,84,54,288,107,67
158,300,74,56,290,107,67
158,350,79,58,286,107,67
158,400,69,60,290,107,67
158,450,73,52,286,107,67
158,500,75,51,287,107,67
158,550,74,50,287,107,67
158,600,72,48,287,107,67
158,650,65,45,290,107,67
158,700,63,40,290,107,67
158,750,61,40,290,107,67
158,800,56,41,290,107,67
158,850,61,39,288,107,67
158,900,53,40,290,107,67
158,950,49,39,290,107,67
158,1000,51,32,290,107,67
159,0,100,50,300,107,67
159,50,94,53,283,100,53
159,100,104,57,263,106,57
159,150,88,66,260,106,66
159,200,82,75,265,106,76
159,250,67,66,270,106,76
159,300,55,73,290,106,76
159,350,48,76,290,106,76
159,400,35,78,290,106,80
159,450,29,68,290,106,80
159,500,21,66,290,106,80
159,550,13,64,290,106,80
159,600,10,56,290,106,80
159,650,7,42,290,106,80
159,700,3,35,290,106,80
159,750,1,27,290,106,80
159,800,2,19,290,106,80
159,850,3,13,290,106,80
159,900,3,11,290,106,80
159,950,4,5,290,106,80
159,1000,4,2,290,106,80
160,0,100,50,300,106,80
160,50,100,51,272,100,51
160,100,112,53,247,113,53
160,150,109,62,234,113,62
160,200,104,72,222,113,72
160,250,85,71,228,113,76
160,300,80,74,237,113,76
160,350,67,78,248,113,79
160,400,58,79,266,113,81
160,450,48,68,283,113,81
160,500,40,71,290,113,81
160,550,28,73,290,113,81
160,600,23,71,290,113,81
160,650,19,62,290,113,81
160,700,20,54,290,113,81
160,750,21,43,290,113,81
160,800,20,36,290,113,81
160,850,22,29,290,113,81
160,900,23,25,290,113,81
160,950,25,19,290,113,81
160,1000,25,12,290,113,81
161,0,100,50,300,113,81
161,50,91,54,279,100,54
161,100,97,59,268,100,59
161,150,81,66,276,100,66
161,200,76,69,286,100,70
161,250,60,65,288,100,72
161,300,49,67,290,100,72
161,350,42,73,290,100,74
161,400,33,73,290,100,74
161,450,30,62,290,100,74
161,500,23,58,289,100,74
161,550,21,56,290,100,74
161,600,15,50,290,100,74
161,650,13,35,290,100,74
161,700,12,32,290,100,74
161,750,11,27,289,100,74
161,800,13,21,290,100,74
161,850,12,16,290,100,74
161,900,12,9,290,100,74
161,950,12,9,290,100,74
161,1000,11,9,290,100,74
162,0,100,50,300,100,74
162,50,97,55,269,100,55
162,100,101,59,263,104,59
162,150,93,66,246,104,66
162,200,88,77,255,104,77
162,250,72,75,260,104,78
162,300,57,81,278,104,81
162,350,47,84,289,104,85
162,400,38,78,289,104,85
162,450,28,66,290,104,85
162,500,25,63,290,104,85
162,550,19,56,290,104,85
162,600,19,50,290,104,85
162,650,14,35,290,104,85
162,700,9,34,290,104,85
162,750,8,29,290,104,85
162,800,10,22,290,104,85
162,850,9,17,290,104,85
162,900,6,13,290,104,85
162,950,7,11,290,104,85
162,1000,6,7,290,104,85
163,0,100,50,300,104,85
163,50,98,53,272,100,53
163,100,95,56,279,100,56
163,150,97,63,260,100,63
163,200,86,69,268,100,69
163,250,83,61,271,100,69
163,300,77,66,283,100,69
163,350,77,67,290,100,69
163,400,66,62,290,100,69
163,450,68,52,289,100,69
163,500,68,49,290,100,69
163,550,71,45,290,100,69
163,600,68,42,289,100,69
163,650,65,39,290,100,69
163,700,70,40,290,100,69
163,750,71,38,290,100,69
163,800,54,39,289,100,69
163,850,44,37,290,100,69
163,900,43,32,290,100,69
163,950,43,31,289,100,69
163,1000,42,27,290,100,69
164,0,100,50,300,100,69
164,50,96,53,269,100,53
164,100,97,60,268,104,60
164,150,93,67,264,104,67
164,200,74,74,275,104,74
164,250,65,72,278,104,77
164,300,57,75,290,104,77
164,350,40,76,290,104,77
164,400,30,76,290,104,77
164,450,21,69,290,104,77
164,500,15,61,290,104,77
164,550,14,58,290,104,77
164,600,10,48,290,104,77
164,650,7,38,290,104,77
164,700,5,29,290,104,77
164,750,2,20,290,104,77
164,800,3,17,290,104,77
164,850,1,10,290,104,77
164,900,1,7,290,104,77
164,950,1,6,290,104,77
164,1000,0,4,290,104,77
165,0,100,50,300,104,77
165,50,97,50,282,100,50
165,100,89,59,280,100,59
165,150,78,67,288,100,67
165,200,69,74,290,100,74
165,250,57,67,290,100,76
165,300,46,71,290,100,76
165,350,32,74,290,100,76
165,400,27,70,290,100,76
165,450,19,59,290,100,76
165,500,14,57,290,100,76
165,550,11,48,290,100,76
165,600,12,36,290,100,76
165,650,9,26,290,100,76
165,700,8,22,290,100,76
165,750,5,16,290,100,76
165,800,5,14,290,100,76
165,850,4,10,290,100,76
165,900,4,8,290,100,76
165,950,4,4,290,100,76
165,1000,5,2,290,100,76
166,0,100,50,300,100,76
166,50,94,53,278,100,53
166,100,93,58,272,100,58
166,150,75,69,272,100,69
166,200,72,72,280,100,73
166,250,55,68,290,100,76
166,300,41,73,289,100,76
166,350,31,73,290,100,76
166,400,21,69,290,100,76
166,450,15,53,290,100,76
166,500,10,48,290,100,76
166,550,7,37,290,100,76
166,600,9,33,290,100,76
166,650,4,25,290,100,76
166,700,5,17,290,100,76
166,750,4,13,290,100,76
166,800,4,7,290,100,76
166,850,4,5,290,100,76
166,900,4,3,290,100,76
166,950,4,2,290,100,76
166,1000,4,1,290,100,76
167,0,100,50,300,100,76
167,50,98,53,279,100,53
167,100,98,58,275,107,58
167,150,72,68,282,107,68
167,200,63,74,288,107,74
167,250,53,64,290,107,74
167,300,49,70,289,107,74
167,350,42,66,290,107,74
167,400,42,60,290,107,74
167,450,38,51,290,107,74
167,500,33,48,290,107,74
167,550,25,41,290,107,74
167,600,26,38,290,107,74
167,650,27,30,290,107,74
167,700,31,27,290,107,74
167,750,31,24,289,107,74
167,800,30,19,290,107,74
167,850,30,19,290,107,74
167,900,32,18,290,107,74
167,950,30,16,290,107,74
167,1000,29,11,290,107,74
168,0,100,50,300,107,74
168,50,103,51,277,103,51
168,100,108,53,275,114,53
168,150,107,58,262,114,58
168,200,100,65,266,114,65
168,250,86,51,268,114,66
168,300,74,55,266,114,66
168,350,70,58,278,114,66
168,400,60,64,290,114,66
168,450,47,57,289,114,66
168,500,44,53,290,114,66
168,550,37,52,290,114,66
168,600,33,47,290,114,66
168,650,29,41,290,114,66
168,700,20,41,290,114,66
168,750,15,34,290,114,66
168,800,11,30,290,114,66
168,850,9,26,290,114,66
168,900,9,26,290,114,66
168,950,10,20,290,114,66
168,1000,13,11,290,114,66
169,0,100,50,300,114,66
169,50,88,53,288,100,53
169,100,90,57,287,100,57
169,150,91,62,286,100,62
169,200,82,69,284,100,69
169,250,63,61,289,100,72
169,300,50,65,290,100,72
169,350,44,64,290,100,72
169,400,35,64,290,100,72
169,450,22,59,290,100,72
169,500,19,56,290,100,72
169,550,14,51,290,100,72
169,600,11,44,290,100,72
169,650,10,30,290,100,72
169,700,9,24,290,100,72
169,750,7,21,290,100,72
169,800,7,11,290,100,72
169,850,7,7,290,100,72
169,900,6,5,290,100,72
169,950,7,3,290,100,72
169,1000,8,1,290,100,72
170,0,100,50,300,100,72
170,50,110,51,272,110,51
170,100,111,53,274,114,53
170,150,96,63,276,114,63
170,200,87,63,283,114,64
170,250,78,56,290,114,65
170,300,67,60,290,114,65
170,350,51,62,289,114,65
170,400,47,57,290,114,65
170,450,45,48,290,114,65
170,500,39,46,290,114,65
170,550,38,40,290,114,65
170,600,31,30,290,114,65
170,650,28,24,290,114,65
170,700,27,22,290,114,65
170,750,28,19,290,114,65
170,800,30,16,290,114,65
170,850,27,14,290,114,65
170,900,25,13,290,114,65
170,950,25,8,290,114,65
170,1000,25,4,290,114,65
171,0,100,50,300,114,65
171,50,85,53,273,100,53
171,100,79,62,283,100,62
171,150,58,76,290,100,76
171,200,53,80,290,100,81
171,250,43,76,290,100,81
171,300,32,76,290,100,81
171,350,26,71,290,100,81
171,400,21,58,290,100,81
171,450,18,50,290,100,81
171,500,12,47,290,100,81
171,550,11,37,290,100,81
171,600,7,27,290,100,81
171,650,7,17,290,100,81
171,700,6,14,290,100,81
171,750,5,12,290,100,81
171,800,4,7,290,100,81
171,850,4,4,290,100,81
171,900,3,2,290,100,81
171,950,3,2,290,100,81
171,1000,3,1,290,100,81
172,0,100,50,300,100,81
172,50,105,50,273,105,50
172,100,109,55,254,111,55
172,150,112,62,249,115,62
172,200,116,63,240,117,63
172,250,107,56,237,117,63
172,300,106,58,242,117,63
172,350,106,53,249,117,63
172,400,101,47,249,117,63
172,450,94,45,254,117,63
172,500,86,47,272,117,63
172,550,84,44,276,117,63
172,600,91,39,276,117,63
172,650,96,34,273,117,63
172,700,107,33,265,117,63
172,750,112,29,268,117,63
172,800,122,25,268,123,63
172,850,132,23,257,133,63
172,900,126,20,252,133,63
172,950,131,19,238,133,63
172,1000,135,18,235,136,63
173,0,100,50,300,136,63
173,50,91,53,278,100,53
173,100,111,57,263,113,57
173,150,104,63,264,113,63
173,200,100,66,271,113,68
173,250,91,54,283,113,68
173,300,79,58,290,113,68
173,350,78,54,290,113,68
173,400,67,49,290,113,68
173,450,58,43,290,113,68
173,500,52,43,290,113,68
173,550,51,39,290,113,68
173,600,44,35,290,113,68
173,650,37,34,290,113,68
173,700,28,29,290,113,68
173,750,22,24,290,113,68
173,800,17,17,290,113,68
173,850,16,14,290,113,68
173,900,15,13,290,113,68
173,950,15,10,290,113,68
173,1000,16,6,290,113,68
174,0,100,50,300,113,68
174,50,98,52,271,100,52
174,100,112,54,260,113,54
174,150,108,58,260,113,58
174,200,110,61,256,114,63
174,250,109,50,243,114,63
174,300,111,50,240,114,63
174,350,100,57,238,114,63
174,400,86,61,247,114,63
174,450,78,58,253,114,63
174,500,81,59,259,114,63
174,550,75,55,273,114,63
174,600,64,55,290,114,63
174,650,55,48,290,114,63
174,700,48,51,290,114,63
174,750,41,50,290,114,63
174,800,43,50,290,114,63
174,850,45,48,290,114,63
174,900,43,42,289,114,63
174,950,47,35,290,114,63
174,1000,48,32,290,114,63
175,0,100,50,300,114,63
175,50,93,51,279,100,51
175,100,91,62,270,100,62
175,150,84,65,274,100,65
175,200,78,68,279,100,71
175,250,67,63,290,100,71
175,300,55,69,290,100,71
175,350,49,68,290,100,71
175,400,45,69,290,100,71
175,450,33,63,290,100,71
175,500,34,52,290,100,71
175,550,34,48,290,100,71
175,600,28,39,290,100,71
175,650,28,33,290,100,71
175,700,22,29,290,100,71
175,750,22,24,290,100,71
175,800,20,19,290,100,71
175,850,18,14,290,100,71
175,900,17,12,290,100,71
175,950,16,11,290,100,71
175,1000,11,7,290,100,71
176,0,100,50,300,100,71
176,50,98,50,274,100,50
176,100,91,58,270,100,58
176,150,87,64,269,100,64
176,200,92,66,262,100,67
176,250,93,56,258,100,67
176,300,86,62,256,100,67
176,350,81,60,260,100,67
176,400,82,58,269,100,67
176,450,80,52,282,100,67
176,500,79,48,280,100,67
176,550,73,50,286,100,67
176,600,79,45,282,100,67
176,650,85,45,288,100,67
176,700,85,45,289,100,67
176,750,83,39,287,100,67
176,800,88,36,290,100,67
176,850,89,36,285,100,67
176,900,89,36,290,100,67
176,950,90,34,283,100,67
176,1000,91,33,288,100,67
177,0,100,50,300,100,67
177,50,99,53,270,100,53
177,100,109,58,263,112,58
177,150,109,66,248,112,66
177,200,108,63,249,112,67
177,250,100,49,252,112,67
177,300,102,52,256,112,67
177,350,92,51,257,112,67
177,400,88,53,252,112,67
177,450,77,53,265,112,67
177,500,75,56,278,112,67
177,550,61,59,289,112,67
177,600,60,58,289,112,67
177,650,59,53,288,112,67
177,700,57,46,290,112,67
177,750,53,44,290,112,67
177,800,50,40,290,112,67
177,850,58,37,290,112,67
177,900,51,36,290,112,67
177,950,50,32,290,112,67
177,1000,44,29,290,112,67
178,0,100,50,300,112,67
178,50,83,54,285,100,54
178,100,94,57,264,100,57
178,150,104,60,252,104,60
178,200,97,66,237,106,66
178,250,98,60,235,106,68
178,300,95,61,237,106,68
178,350,96,68,231,106,68
178,400,83,67,237,106,69
178,450,77,57,250,106,69
178,500,69,60,266,106,69
178,550,66,61,271,106,69
178,600,61,59,287,106,69
178,650,55,56,290,106,69
178,700,59,50,288,106,69
178,750,55,47,290,106,69
178,800,56,45,290,106,69
178,850,54,40,289,106,69
178,900,50,36,290,106,69
178,950,47,33,290,106,69
178,1000,45,31,288,106,69
179,0,100,50,300,106,69
179,50,95,54,268,100,54
179,100,107,59,249,110,59
179,150,105,64,249,110,64
179,200,101,70,236,110,70
179,250,94,60,233,110,70
179,300,88,64,252,110,70
179,350,74,67,266,110,70
179,400,59,65,287,110,70
179,450,46,58,289,110,70
179,500,39,57,290,110,70
179,550,34,53,290,110,70
179,600,29,51,290,110,70
179,650,31,46,290,110,70
179,700,32,40,290,110,70
179,750,37,34,290,110,70
179,800,42,29,290,110,70
179,850,45,18,290,110,70
179,900,45,17,290,110,70
179,950,48,13,290,110,70
179,1000,53,13,290,110,70
180,0,100,50,300,110,70
180,50,85,53,290,100,53
180,100,81,57,288,100,57
180,150,75,63,290,100,63
180,200,67,70,288,100,70
180,250,46,63,290,100,73
180,300,47,64,290,100,73
180,350,43,65,290,100,73
180,400,28,61,290,100,73
180,450,26,42,290,100,73
180,500,19,38,290,100,73
180,550,16,38,290,100,73
180,600,13,34,290,100,73
180,650,12,26,290,100,73
180,700,14,25,290,100,73
180,750,12,16,290,100,73
180,800,11,13,290,100,73
180,850,11,8,290,100,73
180,900,13,8,290,100,73
180,950,16,6,290,100,73
180,1000,19,0,290,100,73
181,0,100,50,300,100,73
181,50,89,52,288,100,52
181,100,81,59,290,100,59
181,150,71,67,289,100,67
181,200,52,67,290,100,67
181,250,44,62,290,100,69
181,300,39,62,290,100,69
181,350,32,60,290,100,69
181,400,25,62,288,100,69
181,450,18,51,290,100,69
181,500,14,48,290,100,69
181,550,14,42,290,100,69
181,600,11,31,290,100,69
181,650,8,26,290,100,69
181,700,7,21,290,100,69
181,750,4,22,290,100,69
181,800,2,14,290,100,69
181,850,0,12,290,100,69
181,900,0,9,290,100,69
181,950,0,8,290,100,69
181,1000,0,6,290,100,69
182,0,100,50,300,100,69
182,50,85,53,289,100,53
182,100,87,58,287,100,58
182,150,72,65,290,100,65
182,200,55,77,290,100,77
182,250,40,77,290,100,80
182,300,28,80,290,100,80
182,350,15,82,290,100,82
182,400,6,77,290,100,83
182,450,4,55,290,100,83
182,500,5,46,290,100,83
182,550,4,37,290,100,83
182,600,3,28,290,100,83
182,650,3,14,290,100,83
182,700,3,10,290,100,83
182,750,4,8,290,100,83
182,800,4,5,290,100,83
182,850,3,4,290,100,83
182,900,2,4,290,100,83
182,950,2,3,290,100,83
182,1000,2,2,290,100,83
183,0,100,50,300,100,83
183,50,93,52,288,100,52
183,100,89,60,284,100,60
183,150,76,69,290,100,69
183,200,63,75,289,100,75
183,250,52,63,290,100,76
183,300,45,64,290,100,76
183,350,38,60,290,100,76
183,400,29,54,290,100,76
183,450,19,50,290,100,76
183,500,12,50,290,100,76
183,550,11,49,290,100,76
183,600,6,44,290,100,76
183,650,6,31,290,100,76
183,700,7,21,290,100,76
183,750,4,20,290,100,76
183,800,3,15,290,100,76
183,850,2,11,290,100,76
183,900,2,9,290,100,76
183,950,2,6,290,100,76
183,1000,2,2,290,100,76
184,0,100,50,300,100,76
184,50,85,52,285,100,52
184,100,86,56,287,100,56
184,150,78,64,289,100,64
184,200,72,69,286,100,69
184,250,52,67,290,100,70
184,300,43,74,290,100,75
184,350,32,76,290,100,76
184,400,31,73,290,100,76
184,450,24,66,290,100,76
184,500,13,64,290,100,76
184,550,10,56,290,100,76
184,600,10,48,290,100,76
184,650,8,37,290,100,76
184,700,10,31,290,100,76
184,750,10,26,290,100,76
184,800,7,18,290,100,76
184,850,6,11,290,100,76
184,900,4,7,290,100,76
184,950,5,5,290,100,76
184,1000,5,5,290,100,76
185,0,100,50,300,100,76
185,50,92,53,277,100,53
185,100,97,60,279,100,60
185,150,90,67,284,100,67
185,200,81,67,289,100,69
185,250,68,62,290,100,69
185,300,62,66,288,100,69
185,350,51,69,290,100,69
185,400,47,62,290,100,69
185,450,34,59,290,100,69
185,500,27,57,290,100,69
185,550,29,55,290,100,69
185,600,25,51,290,100,69
185,650,23,50,290,100,69
185,700,17,40,290,100,69
185,750,18,30,290,100,69
185,800,14,25,290,100,69
185,850,10,23,290,100,69
185,900,9,22,290,100,69
185,950,9,19,290,100,69
185,1000,11,14,290,100,69
186,0,100,50,300,100,69
186,50,84,53,290,100,53
186,100,81,62,288,100,62
186,150,68,67,290,100,67
186,200,57,78,290,100,78
186,250,47,70,290,100,78
186,300,36,72,290,100,78
186,350,29,64,290,100,78
186,400,28,58,290,100,78
186,450,18,53,290,100,78
186,500,12,50,290,100,78
186,550,9,40,290,100,78
186,600,10,34,290,100,78
186,650,11,26,290,100,78
186,700,9,19,290,100,78
186,750,5,16,290,100,78
186,800,4,12,290,100,78
186,850,4,9,290,100,78
186,900,4,7,290,100,78
186,950,4,6,290,100,78
186,1000,3,5,290,100,78
187,0,100,50,300,100,78
187,50,93,53,285,100,53
187,100,80,63,287,100,63
187,150,78,67,290,100,67
187,200,70,68,289,100,69
187,250,56,62,290,100,71
187,300,44,61,290,100,71
187,350,26,60,290,100,71
187,400,15,58,290,100,71
187,450,8,48,290,100,71
187,500,5,44,290,100,71
187,550,5,38,290,100,71
187,600,5,30,290,100,71
187,650,5,22,290,100,71
187,700,4,17,290,100,71
187,750,4,6,290,100,71
187,800,4,4,290,100,71
187,850,4,2,290,100,71
187,900,3,1,290,100,71
187,950,1,1,290,100,71
187,1000,1,0,290,100,71
188,0,100,50,300,100,71
188,50,79,58,285,100,58
188,100,77,61,290,100,61
188,150,58,71,290,100,71
188,200,42,78,290,100,79
188,250,29,69,290,100,79
188,300,22,67,290,100,79
188,350,15,59,290,100,79
188,400,8,48,290,100,79
188,450,7,34,290,100,79
188,500,2,23,290,100,79
188,550,2,18,290,100,79
188,600,1,15,290,100,79
188,650,1,12,290,100,79
188,700,1,8,290,100,79
188,750,1,5,290,100,79
